row,offer_text,assigned_itemcode,assigned_itemname,label_provenance,final_verdict,replacement_itemcode,replacement_itemname,justification,verdict_source,adjudicator_verdict,adjudicator_note,n_superior_skus_found,skus_compared,label_defects,runtime_rule_defects,protein_inconsistency,pack_inconsistency,category_unreachable,multi_entity_offer
1157,Al-Kabeer Zing Chicken FILLETS 700gm,CKZFBC,Butter Chicken Zing Fillets 700 g. x 8,v2_synthetic_by_construction,INCORRECT,CKZFDA5,Zing Chicken Fillets 5-Ounce,"CKZFDA5 (Zing Chicken Fillets 5-Ounce) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 94.4 vs 81.3 (+13.1); protein=1 family=1 pack=compatible; spec '750 GMS X 8 PKT'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,1,237,,,False,False,False,False
1158,Al Kabeer ZING Chckn Fillets 700 g. x 3,CKZFBC,Butter Chicken Zing Fillets 700 g. x 8,v2_synthetic_by_construction,INCORRECT,CKZFDA5,Zing Chicken Fillets 5-Ounce,"CKZFDA5 (Zing Chicken Fillets 5-Ounce) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 80.0 vs 72.1 (+7.9); protein=1 family=1 pack=compatible; spec '750 GMS X 8 PKT'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,1,237,,,False,False,False,False
1159,Alkabeer zing Chicken FILLETS 700gm,CKZFBC,Butter Chicken Zing Fillets 700 g. x 8,v2_synthetic_by_construction,INCORRECT,CKZFDA5,Zing Chicken Fillets 5-Ounce,"CKZFDA5 (Zing Chicken Fillets 5-Ounce) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 94.4 vs 81.3 (+13.1); protein=1 family=1 pack=compatible; spec '750 GMS X 8 PKT'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,1,237,,,False,False,False,False
1160,Al-Kabeer ZINGER Chicken fillets 700gr,CKZFBC,Butter Chicken Zing Fillets 700 g. x 8,v2_synthetic_by_construction,INCORRECT,CKZF,ZING CHICKEN FILLETS 465,"CKZF (ZING CHICKEN FILLETS 465) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 85.6 vs 73.6 (+12.0); protein=1 family=1 pack=unknown; spec '465 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,2,237,,,False,False,False,False
1161,Al Kabeer's ZINGER Chicken Filets Hot & Spicy,CKZFDA,ZING CHICKEN FILLETS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'spicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1162,AL KABBER ZING Chkn Fillets HOT & SPICY,CKZFDA,ZING CHICKEN FILLETS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'spicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1163,Alkabheer Zing chicken Fillet Hot n Spicy,CKZFDA,ZING CHICKEN FILLETS SPICY 750 GRM,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"Assigned SKU carries rule defect(s) ['family_contradiction'], but no SKU among all 237 is objectively superior, so no replacement is justified.",deterministic,,,0,237,family_contradiction,,False,False,False,False
1164,ALKABEER Zing chicken Filets 700 gm,CKZFBC,Butter Chicken Zing Fillets 700 g. x 8,v2_synthetic_by_construction,INCORRECT,CKZFDA5,Zing Chicken Fillets 5-Ounce,"CKZFDA5 (Zing Chicken Fillets 5-Ounce) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 85.5 vs 70.8 (+14.6); protein=1 family=1 pack=compatible; spec '750 GMS X 8 PKT'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,1,237,,,False,False,False,False
1165,Alkaberer ZINGER Chkn Filets,CKZFA5,ZING CHICKEN FILLET BULK 5-OUNCE,v2_synthetic_by_construction,INCORRECT,CKZF,ZING CHICKEN FILLETS 465,"CKZF (ZING CHICKEN FILLETS 465) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 69.0 vs 61.3 (+7.7); protein=1 family=1 pack=unknown; spec '465 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,2,237,,,False,False,False,False
1166,Alkabeers Zinger Chkn Filets,CKZFA5,ZING CHICKEN FILLET BULK 5-OUNCE,v2_synthetic_by_construction,INCORRECT,CKZF,ZING CHICKEN FILLETS 465,"CKZF (ZING CHICKEN FILLETS 465) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 75.2 vs 64.1 (+11.0); protein=1 family=1 pack=unknown; spec '465 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,2,237,,,False,False,False,False
1167,Al Kabeer ZING Chiken Filets 700 gr,CKZFBC,Butter Chicken Zing Fillets 700 g. x 8,v2_synthetic_by_construction,INCORRECT,CKZF,ZING CHICKEN FILLETS 465,"CKZF (ZING CHICKEN FILLETS 465) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 83.5 vs 67.4 (+16.1); protein=1 family=1 pack=unknown; spec '465 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,2,237,,,False,False,False,False
1168,Al kabeer ZINGER Chckn Fillets 700 gr,CKZFBC,Butter Chicken Zing Fillets 700 g. x 8,v2_synthetic_by_construction,INCORRECT,CKZF,ZING CHICKEN FILLETS 465,"CKZF (ZING CHICKEN FILLETS 465) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 79.9 vs 66.9 (+12.9); protein=1 family=1 pack=unknown; spec '465 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,2,237,,,False,False,False,False
1169,AL KABEER Zinger Chckn Filets (700g),CKZFBC,Butter Chicken Zing Fillets 700 g. x 8,v2_synthetic_by_construction,INCORRECT,CKZFDA5,Zing Chicken Fillets 5-Ounce,"CKZFDA5 (Zing Chicken Fillets 5-Ounce) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 76.3 vs 60.8 (+15.5); protein=1 family=1 pack=compatible; spec '750 GMS X 8 PKT'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,1,237,,,False,False,False,False
1170,AlKabeer Zing Chckn Fillet 700 GMS,CKZFBC,Butter Chicken Zing Fillets 700 g. x 8,v2_synthetic_by_construction,INCORRECT,CKZFDA5,Zing Chicken Fillets 5-Ounce,"CKZFDA5 (Zing Chicken Fillets 5-Ounce) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 79.8 vs 62.8 (+17.0); protein=1 family=0 pack=compatible; spec '750 GMS X 8 PKT'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,1,237,family_contradiction,,False,False,False,False
1171,AL KABEER ZING Chicken Fillets 700 GMS,CKZFBC,Butter Chicken Zing Fillets 700 g. x 8,v2_synthetic_by_construction,INCORRECT,CKZFDA5,Zing Chicken Fillets 5-Ounce,"CKZFDA5 (Zing Chicken Fillets 5-Ounce) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 94.4 vs 81.3 (+13.1); protein=1 family=1 pack=compatible; spec '750 GMS X 8 PKT'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,1,237,,,False,False,False,False
1172,Al kabeer ZING CHICKEN fillets 700 gr,CKZFBC,Butter Chicken Zing Fillets 700 g. x 8,v2_synthetic_by_construction,INCORRECT,CKZF,ZING CHICKEN FILLETS 465,"CKZF (ZING CHICKEN FILLETS 465) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 91.2 vs 79.7 (+11.5); protein=1 family=1 pack=unknown; spec '465 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,2,237,,,False,False,False,False
1173,Alkaberer ZING Chiken Filets NS,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,INCORRECT,CKZF,ZING CHICKEN FILLETS 465,"CKZF (ZING CHICKEN FILLETS 465) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 74.2 vs 71.1 (+3.1); protein=1 family=1 pack=unknown; spec '465 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,2,237,,,False,False,False,False
1174,AlKabeer ZINGER Chkn STRIPS,CKZS,ZING CHICKEN STRIPS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1175,Al Kabeer ZINGER Chiken STRIPS,CKZS,ZING CHICKEN STRIPS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1176,ALKABEEER zing CHICKEN strips,CKZS,ZING CHICKEN STRIPS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1177,Al Kabeer's ZINGER Chiken Strip,CKZS,ZING CHICKEN STRIPS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1178,AL-KABEEZ Zing Chckn Strips,CKZS,ZING CHICKEN STRIPS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1179,Al kbeer Zinger Chckn STRIPS,CKZS,ZING CHICKEN STRIPS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1180,Al Kabee ZINGER Chckn strips,CKZS,ZING CHICKEN STRIPS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Best of all 237 SKUs on name similarity (78.1, margin +8.7); no attribute conflict; pack unknown.",deterministic,,,0,237,,,False,False,False,False
1181,Al Kabeer Zinger Chckn Strip Hot and Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['hot']; name rank 1/237 (75.0).",deterministic,,,0,237,,,False,False,False,True
1182,Alkabheer ZING chicken STRIPS,CKZS,ZING CHICKEN STRIPS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1183,Al Kabee Zing Chckn NUGGETS Non spicy,CKZNNS,ZING CHICKEN NUGGET NON-SPICY,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['kabee']; name rank 3/237 (72.8).",deterministic,,,0,237,,,False,False,False,False
1184,AlKabeer zing Chckn NUGGETS NOSPICY,CKZNNS,ZING CHICKEN NUGGET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'nonspicy', 'nugget', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1185,Al kabeer zing Chiken Nuggets NS,CKZNNS,ZING CHICKEN NUGGET NON-SPICY,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 1/237 (85.9).",deterministic,,,0,237,,,False,False,False,False
1186,Al Kabeer Zing Chicken Nuggts NON SPICY,CKZNNS,ZING CHICKEN NUGGET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'nonspicy', 'nuggt', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1187,Al Kabeer ZINGER Chicken nuggets Not Spicy,CKZNNS,ZING CHICKEN NUGGET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'nonspicy', 'nugget', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1188,Al-Kabeer Zing Chiken Strip,CKZS,ZING CHICKEN STRIPS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1189,Al kbeer Zinger Chiken Strip,CKZS,ZING CHICKEN STRIPS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1190,Al Kabeer's Zing CHICKEN STRIPS Hot and Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['hot']; name rank 3/237 (80.5).",deterministic,,,0,237,,,False,False,False,True
1191,Alkabeers zing Chkn strips Hot & Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1192,Al Kabeer's Zinger Chkn Strips spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1193,Al kabeer Zing Chiken Strip spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1194,Al Kabee Zing CHICKEN strips Hot n Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['kabee']; name rank 3/237 (79.4).",deterministic,,,0,237,,,False,False,False,False
1195,AL KABEER Zing Chicken STRIPS Hot & Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1196,Al Kabeer's ZING chicken STRIPS Hot N Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1197,Alkabeers ZING chicken Strip Hot & Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1198,Al-Kabeer ZING CHICKEN Strip SPICY,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1199,AL KABEER zing Chiken Strips HOT & SPICY,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1200,Alkabeers ZINGER Chkn Strip Hot N Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1201,Al Kabeer's Zing Chckn strips Hot & Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1202,Alkabheer ZINGER Chckn Strips spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1203,Al Kabeer's ZINGER Chckn STRIPS Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1204,AL-KABEEZ Zing chicken Strip Hot and Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['hot']; name rank 3/237 (71.3).",deterministic,,,0,237,,,False,False,False,True
1205,Al Kabeer's Zinger Chicken Strip Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1206,Al-Kabeer Zinger Chckn Strips SPICY,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1207,Al Kabeer's ZING chicken Strips Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1208,Al Kabeer's ZINGER Chicken strips Hot & Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1209,Al-Kabeer ZINGER Chiken STRIPS spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1210,ALKABEER ZING chicken STRIPS spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1211,Al Kabee ZING Chkn Strip Hot N Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['kabee']; name rank 3/237 (67.8).",deterministic,,,0,237,,,False,False,False,False
1212,ALKABEER Zing chicken Strips Hot n Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1213,Alkabheer ZING Chiken STRIPS Spicy,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'spicy', 'strip', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1214,Al-Kabeer Zing chicken nuggets non spicy,CKZNNS,ZING CHICKEN NUGGET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'nonspicy', 'nugget', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1215,Al-Kabeer ZING Chiken Fillets non spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1216,Al Kabeer Zinger Chckn FILLETS Non-Spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1217,Al-Kabeer Zinger CHICKEN Fillets NON SPICY,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
